name,fsq_id,categories,distance,address,latitude,longitude
Shoppers Drug Mart,4aadd858f964a5207c6120e3,Drugstore,210,"1780 West Broadway (Burrard St), Vancouver BC V6J 1Y1",49.263532,-123.144937
Small Victory,5ba59a6bfebf31002cb54fa0,"Bakery, Dessert Shop, Restaurant",88,"3070 Granville St, Vancouver BC V6H 3J8",49.258291,-123.138568
Wall & Trinity Park,5039506de4b03fdd88b86621,Park,70,"Wall St (at Trinity St), Vancouver BC",49.287945,-123.060131
The Inukshuk,4b5b84c0f964a5202f0429e3,"Public Art, Restaurant, Fountain, Hotel",144,"1700 Beach Ave, Vancouver BC",49.284303,-123.143552
Romer's Burger Bar,4c1fcb2db4e62d7f252fe093,"Burger Joint, Fast Food Restaurant",26,"1873 4th Ave W (btwn Cypress & Burrard), Vancouver BC V6J 1M4",49.268222,-123.147528
Breka Bakery & Cafe,510b1603e4b0607cda141579,"Bakery, Café, Restaurant",12,"812 Bute St (at Robson St), Vancouver BC V6E 1Y4",49.285765,-123.127128
Cafe Medina,4aa7dce2f964a520ad4d20e3,"Café, Mediterranean Restaurant",64,"780 Richards St (btwn W Georgia & Robson), Vancouver BC V6B 3A4",49.280498,-123.116863
La Casa Gelato,4aab0973f964a520a65820e3,"Ice Cream Parlor, Restaurant",56,"1033 Venables St (at Glen Dr), Vancouver BC V6A 3R9",49.276991,-123.081598
La Taqueria Pinche Taco Shop,4e223f06d4c0d32590f80ff4,Taco Restaurant,36,"2450 Yukon St (at W Broadway), Vancouver BC V5Y 0A4",49.263637,-123.112586
AnnaLena,550500d6498e843f63843a8a,Restaurant,55,"1809 1st Ave W (btwn Cypress & Chestnut), Vancouver BC V6J 5B8",49.270791,-123.146937
The Cascade Room,4aa6f181f964a520934b20e3,"Lounge, American Restaurant",98,"2616 Main St (at 10th Ave), Vancouver BC V5T 3E6",49.261744,-123.100746
Cafe Medina,4aa7dce2f964a520ad4d20e3,"Café, Mediterranean Restaurant",119,"780 Richards St (btwn W Georgia & Robson), Vancouver BC V6B 3A4",49.280498,-123.116863
Nook,51e1f9bb498e7b1ebb05f623,"Pizzeria, Italian Restaurant",62,"1525 Yew St (Cornwall Ave), Vancouver BC V6K 3E5",49.272283,-123.155174
Seaside Seawall,4df29cb0fa76abc3d86a240a,Hiking Trail,74,"Quebec St, Vancouver BC",49.272387,-123.104085
Pottery Barn,4ab55c84f964a5202f7420e3,Department Store,37,"2600 Granville St (at W 10th Ave.), Vancouver BC V6H 3H8",49.262472,-123.138439
The Burrow,4aad7575f964a520666020e3,"Tex-Mex Restaurant, Vegan and Vegetarian Restaurant",530,"2781 Commercial Dr (at E 12th Ave), Vancouver BC V5N 4C5",49.259684,-123.06999
The Acorn,4ff50236e4b0fecb24dd4b62,Vegan and Vegetarian Restaurant,253,"3995 Main St (24th Ave), Vancouver BC V5V 3P3",49.249622,-123.101499
The Wolf and Hound,4aa7e94cf964a520f64d20e3,"Pub, Restaurant",35,"3617W Broadway W (btwn Dunbar & Alma), Vancouver BC V6R 2B8",49.264466,-123.184181
Pidgin,4fae01d3e4b0861eac7a985a,Restaurant,82,"350 Carrall St (btwn Cordova & Hastings), Vancouver BC V6B 2J3",49.281822,-123.10406
St. Augustine's,4ad25114f964a520e0e020e3,"Sports Bar, Brewery, Burger Joint",93,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",49.263783,-123.069526
Charleson Park,4aada430f964a5201f6120e3,Park,245,"999 Charleson St, Vancouver BC",49.266831,-123.124538
Ancora Waterfront Dining and Patio,559ff1da498e818b3ace65a4,"Mediterranean Restaurant, Seafood Restaurant",176,"1600 Howe St, Vancouver BC V6Z 2L9",49.27371,-123.132588
Phnom Penh,4aa7fa85f964a520704e20e3,"Cambodian Restaurant, Chinese Restaurant, Vietnamese Restaurant",486,"244 E. Georgia St (at Main St), Vancouver BC V6A 1Z7",49.278403,-123.098188
Earnest Ice Cream,54bea64f498ec3ed3dde9a10,"Ice Cream Parlor, Restaurant",75,"1829 Quebec St (at E 2nd Ave), Vancouver BC V5T 2Z3",49.268876,-123.102894
Outdoor Movies by Fresh Air Cinemas,4c3e8adf83a3a593e053ee33,Arts and Entertainment,44,Vancouver BC,49.294718,-123.148906
Nemesis Coffee,60c0e6aabc1aaf0666085360,"Coffee Shop, Restaurant",246,"555 Great Northern Way (btwn Thornton & Carolina), Vancouver BC V5T 1E2",49.267091,-123.092602
Loafe Cafe,58b092e0951e7d0a63d71bed,"Café, Coffee Shop, Restaurant",84,"6163 University Blvd, Vancouver BC V6T 1Z1",49.265967,-123.250135
Kidsbooks,4aa99de5f964a520875420e3,Bookstore,25,"3083W Broadway W, Vancouver BC V6K 2G9",49.264305,-123.173708
Keefer Bar,4b77ba28f964a52064a82ee3,"Cocktail Bar, Lounge, Restaurant",364,"135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3",49.279619,-123.101293
George Wainborn Park,4aa99f79f964a5208e5420e3,Playground,139,"450 Beach Cres (at Richards St.), Vancouver BC V6Z 3E5",49.272361,-123.12939
Sawasdee Thai Restaurant,4ae65e64f964a520b5a621e3,Thai Restaurant,46,"4250E Main St (at E. 26th Ave.), Vancouver BC V5V 3P9",49.247047,-123.100956
Second Beach,4c0b1f677e3fc928cdebf482,Beach,39,"8501 Stanley Park Dr (at N Lagoon Dr), Vancouver BC V6G 1Z4",49.295623,-123.150768
Gorilla Surplus,4ad645d1f964a520420621e3,Military,489,"1458 Broadway E, Vancouver BC V5N 1V6",49.262154,-123.074337
Jericho Beach,4e06dced8130709eafbca3ed,Urban Park,67,"3941 Pt Grey Rd, Vancouver BC V6R 1B5",49.271705,-123.191696
Volunteer Park,4dd1e9e51838a751964f9c00,Park,95,"Pt Grey Rd (at Macdonald St.), Vancouver BC",49.271394,-123.169452
Gorilla Surplus,4ad645d1f964a520420621e3,Military,235,"1458 Broadway E, Vancouver BC V5N 1V6",49.262154,-123.074337
Sushi Osaka,4ab988d5f964a520cb7f20e3,Sushi Restaurant,375,"1361 Burrard St (btwn Pacific & Harwood), Vancouver BC V6Z 1Z7",49.277632,-123.131868
49th Parallel Café & Lucky's Doughnuts - THURLOW,59b17359cf72a06947102770,Dining and Drinking,82,"689 Thurlow St, Vancouver BC V6E 0A1",49.286052,-123.122935
Miku,4aa7f561f964a520384e20e3,Sushi Restaurant,124,"200 Granville St (West Cordova Street), Vancouver BC V6C 1S4",49.286766,-123.112205
Vanier Park,4aad7ad6f964a520836020e3,Park,51,"1695 Whyte Ave (Chestnut), Vancouver BC",49.276078,-123.14301
Sunshine Diner,4ae9e104f964a5203eb721e3,"Diner, American Restaurant",48,"2649W Broadway W (btwn Stephens & Trafalgar), Vancouver BC V6K 2G2",49.264168,-123.165344
Biercraft,4aa80271f964a520af4e20e3,"Arts and Entertainment, Tapas Restaurant",98,"1191 Commercial Dr, Vancouver BC V5L 3X3",49.274082,-123.069911
Charleson Park,4aada430f964a5201f6120e3,Park,201,"999 Charleson St, Vancouver BC",49.266831,-123.124538
Creekside Park,4b7c2ccaf964a5201a822fe3,"Restaurant, Park",110,"1455 Quebec St (at Science World), Vancouver BC V6A 3Z7",49.274585,-123.102893
A. Bosa and Company Ltd. Import Euro,4cf3fd1e6c29236affdd73a2,Deli,89,"562 Victoria Dr, Vancouver BC V5L 4E2",49.279449,-123.065416
Loblaws Inc,56525326498e405c3af94d64,Retail,372,"3185 Arbutus St (West 16th Avenue), Vancouver BC V6J 3Z3",49.257554,-123.153669
Cooper's Park,4aa9d826f964a5206b5520e3,"Dog Park, Playground",299,"1020 Marinaside Cres (Cambie Bridge), Vancouver BC",49.273486,-123.114075
Les Amis du Fromage,4d619eee1939a35d926f2fee,"Cheese Store, Grocery Store",242,"843E Hastings St E (btwn Hawks & Campbell), Vancouver BC V6A 1R8",49.281235,-123.086178
Bloedel Floral Conservatory,4aac6667f964a520d85d20e3,Garden,373,"33rd Ave, Vancouver BC V5K 1A1",49.242137,-123.113756
Rio Theatre,4aab43bff964a520555920e3,Movie Theater,329,"1660 Broadway E (Commercial Drive), Vancouver BC V5N 1W1",49.262048,-123.070353
East Vancouver Brewing Co,59f2476c65cdf8641b5f85f7,Brewery,88,"1675 Venables St, Vancouver BC V5L 2H1",49.276863,-123.071283
Mt. Pleasant Park,4e700331d1649bf26fdfe4eb,"Park, Sports and Recreation",393,"32 16th Ave W, Vancouver BC V5Y 1Y6",49.256478,-123.105651
White Spot Dunsmuir,554ffd88498e023761d785b3,Dining and Drinking,43,"405 Dunsmuir St (Dunsmuir And Homer), Vancouver BC V6B 1X4",49.282011,-123.113585
Strathcona Beer Co,578c3c00498ee0c02beb38ec,"Bar, Brewery, Restaurant",64,"895 Hastings St E, Vancouver BC V6A 1R8",49.2814,-123.085056
Platform 7 Coffee,5243216111d2d626fd179d2e,"Café, Coffee Shop",96,"2331E Hastings St E (btwn Nanaimo & Garden), Vancouver BC V5L 1V6",49.281271,-123.057375
Grandview Park,4ab533e0f964a520397320e3,Park,63,"1657 Charles St (btwn Commercial & Cotton), Vancouver BC V5L 2T4",49.273546,-123.070434
Only U Cafe,4b4e32aff964a520ebe426e3,"Café, Diner, Fast Food Restaurant",241,"5737 Dalhousie Rd, Vancouver BC V6T 2H9",49.265979,-123.242355
La Terrazza,4aa7ec7cf964a520064e20e3,Italian Restaurant,160,"1088 Cambie St (at Pacific Blvd.), Vancouver BC V6B 6J5",49.274887,-123.118818
Burgoo Bistro,4aad7169f964a520576020e3,Restaurant,250,"4434 10th Ave W (btwn Trimble & Sasamat), Vancouver BC V6R 2H9",49.263678,-123.207137
Seawall Yaletown,4bf84e3a5efe2d7f3a8c6a34,Waterfront,159,"Pacific Blvd, Vancouver BC",49.271372,-123.128089
Ramen Danbo,554d16bf498e79a568da04de,Alternative Medicine Clinic,63,"1833 4th Ave W (Burrard St.), Vancouver BC V6J 1M4",49.26831,-123.146319
Siegel's Bagels,4aa950f2f964a5200d5320e3,"Bagel Shop, Bakery, Deli",41,"1883 Cornwall Ave (at Cypress St), Vancouver BC V6J 1C6",49.272737,-123.147184
Les Amis du Fromage,4d619eee1939a35d926f2fee,"Cheese Store, Grocery Store",421,"843E Hastings St E (btwn Hawks & Campbell), Vancouver BC V6A 1R8",49.281235,-123.086178
English Bay Beach,4bcbdf5268f976b049e86183,Beach,164,"Beach Ave (btwn Gilford & Bidwell), Vancouver BC V6C 3C1",49.286311,-123.143487
Biltmore Cabaret,4aa83992f964a520345020e3,Music Venue,116,"2755 Prince Edward St (at E 12th Ave), Vancouver BC V5T 0A9",49.260352,-123.096491
JJ Bean Coffee Roasters,50e74e10e4b01d00f05bfd09,"Coffee Shop, Restaurant",118,"353 Burrard St (at W Hastings St - Marine Building), Vancouver BC V6C 2G6",49.287529,-123.117057
Nook,5ba9958535d3fc003903abcc,Italian Restaurant,55,"195 2nd Ave W (Columbia St), Vancouver BC V5Y 1B8",49.269521,-123.109276
49th Parallel Café & Lucky's Doughnuts - THURLOW,59b17359cf72a06947102770,Dining and Drinking,205,"689 Thurlow St, Vancouver BC V6E 0A1",49.286052,-123.122935
Granville Island Brewing,4aa74c7bf964a520a34c20e3,"Bar, Brewery, Restaurant",205,"1441 Cartwright St (at Old Bridge St), Vancouver BC V6H 3R7",49.270647,-123.135651
Brassneck Brewery,51a50c73498e7f0ed45f93ff,"Bar, Brewery, Restaurant",74,"2148 Main St (btwn E 5th & 6th Ave), Vancouver BC V5T 3C5",49.265811,-123.100605
The Mackenzie Room,55c40e66498e739ed2c87adf,Restaurant,87,"415 Powell St (Powell Street), Vancouver BC V6A 1G7",49.283272,-123.095032
Osteria Savio Volpe,55fcdcd7498e3e59b7c5dd60,Italian Restaurant,203,"615 Kingsway (Fraser), Vancouver BC V5T 3K5",49.257425,-123.09097
Odd Society Spirits,5270557011d2aed0688854b3,"Bar, Distillery, Restaurant",123,"1725 Powell St (btwn Commercial & Salisbury), Vancouver BC V5L 1H6",49.284213,-123.069634
St. Augustine's,4ad25114f964a520e0e020e3,"Sports Bar, Brewery, Burger Joint",26,"2360 Commercial Dr (at Grandview Hwy), Vancouver BC V5N 4B7",49.263783,-123.069526
Passione Gelato,5ce1a82d2a7ab6002b5398fc,"Gelato Shop, Ice Cream Parlor, Restaurant",56,"55 Smithe St, Vancouver BC V6B 0R3",49.275818,-123.113868
Pete's Meat Inc,4eb5b20df5b94bd85bf11418,"Butcher, Meat and Seafood Store",405,"2817 Arbutus St (12th Avenue), Vancouver BC V6J 0E6",49.260788,-123.153297
Chan Centre for the Performing Arts,4ab2f483f964a5201a6d20e3,"Concert Hall, Music Venue, Theater",184,"6265 Crescent Rd (Main Mall), Vancouver BC V6T 1Z1",49.26976,-123.255165
Engagement Sculpture English Bay,4c181f5a1436a59399ef8c75,Sculpture Garden,169,"Beach Ave (at Nicola St), Vancouver BC",49.282306,-123.140866
Loblaws Inc,56525326498e405c3af94d64,Retail,171,"3185 Arbutus St (West 16th Avenue), Vancouver BC V6J 3Z3",49.257554,-123.153669
Alibi Room,4aa73165f964a5203b4c20e3,"Beer Bar, Lounge, American Restaurant",23,"157 Alexander St (btwn Main & Columbia), Vancouver BC V6A 1B8",49.284288,-123.10023
Sushi Osaka,4ab988d5f964a520cb7f20e3,Sushi Restaurant,144,"1361 Burrard St (btwn Pacific & Harwood), Vancouver BC V6Z 1Z7",49.277632,-123.131868
True Confections,4aab2a0df964a5202a5920e3,"Bakery, Pastry Shop, Diner",137,"3701W Broadway W (at Alma St.), Vancouver BC V6R 2B9",49.264697,-123.186228
Beanery Coffee House,4b7cab16f964a52042a02fe3,"Coffee Shop, Sandwich Spot",257,"2706 Fairview Cres, Vancouver BC V6T 2B9",49.263593,-123.239878
Kingyo Izakaya 金魚居酒屋,4aa7455df964a5208e4c20e3,"Sushi Restaurant, Tapas Restaurant",51,"871 Denman St (btwn Haro & Barclay), Vancouver BC V6G 2L9",49.290643,-123.136956
Tina Cake Desserts,5c67b4721cf2e1002ca70391,"Cafe, Coffee, and Tea House, Dessert Shop",407,"888 Kingsway (Kingsway and St Catherines), Vancouver BC V5V 3C3",49.254719,-123.086117
Anh and Chi,57096a03cd10b7535b1d59a5,"Bar, Vietnamese Restaurant",364,"3388 Main St, Vancouver BC V5V 3M7",49.255019,-123.100904
Eye Kandee Lingerie,51076a5f164846261ad38fe0,"Clothing Store, Lingerie Store",120,"1685 Davie St (Bidwell St), West Vancouver BC V6G 1W1",49.286089,-123.139811
Hot Pink,4fdbf49da17c490bc805d53d,Art Gallery,436,"2075 Yukon St (5th Ave.), Vancouver BC V5Y 3W3",49.26685,-123.113022
OEB Breakfast Co,5cd9e07fd176e9003299b498,Dining and Drinking,102,"1137 Marinaside Cres, Vancouver BC V6Z 2Y3",49.273374,-123.119419
Bomber Brewing,52ae14c511d2ab1eae1b6e61,Brewery,59,"1488 Adanac St (btwn Clark & McLean), Vancouver BC V5L 2C3",49.277477,-123.074418
La Belle Patate,4b1b3a7af964a520dff923e3,"Restaurant, Fast Food Restaurant",36,"1215 Davie St (Between Jervis & Bute), Vancouver BC V6E 1N4",49.282095,-123.133548
Kishimoto Japanese Kitchen + Sushi Bar,4dfe52e6b0fb709b61e36ce6,Sushi Restaurant,261,"2054 Commercial Dr (4th Ave. East), Vancouver BC V5N 4A9",49.26661,-123.069522
Bloedel Floral Conservatory,4aac6667f964a520d85d20e3,Garden,617,"33rd Ave, Vancouver BC V5K 1A1",49.242137,-123.113756
Kitsilano Beach,4aa7e39df964a520dc4d20e3,Beach,217,"2225 Cornwall Ave (at Yew St), Vancouver BC",49.273971,-123.155725
Ramen Danbo - Robson,5646ab13498e460c732920e8,Ramen Restaurant,66,"1333 Robson St (btwn Broughton & Jervis), Vancouver BC V6E 1C6",49.287499,-123.12898
Loafe Cafe,58b092e0951e7d0a63d71bed,"Café, Coffee Shop, Restaurant",234,"6163 University Blvd, Vancouver BC V6T 1Z1",49.265967,-123.250135
Granville Island Brewing,4aa74c7bf964a520a34c20e3,"Bar, Brewery, Restaurant",55,"1441 Cartwright St (at Old Bridge St), Vancouver BC V6H 3R7",49.270647,-123.135651
Dude Chilling Park,50f1dd8ee4b0ee8fd93bbfff,"Public Art, Park",200,"400 E 8th Ave (at Guelph Park), Vancouver BC",49.263472,-123.096107
Score on Davie,4aa8712bf964a520505120e3,"Arts and Entertainment, Sports Bar, Restaurant",199,"1262 Davie St (btwn Jervis & Bute), Vancouver BC V6E 1N3",49.282285,-123.134538
A. Bosa and Company Ltd. Import Euro,4cf3fd1e6c29236affdd73a2,Deli,360,"562 Victoria Dr, Vancouver BC V5L 4E2",49.279449,-123.065416
Shoppers Drug Mart,4aadd858f964a5207c6120e3,Drugstore,239,"1780 West Broadway (Burrard St), Vancouver BC V6J 1Y1",49.263532,-123.144937
Beanery Coffee House,4b7cab16f964a52042a02fe3,"Coffee Shop, Sandwich Spot",261,"2706 Fairview Cres, Vancouver BC V6T 2B9",49.263593,-123.239878
49th Parallel Café & Lucky's Doughnuts - THURLOW,59b17359cf72a06947102770,Dining and Drinking,138,"689 Thurlow St, Vancouver BC V6E 0A1",49.286052,-123.122935
Potluck Hawker Eatery,5e6d35c49ce20d0008744a09,Malay Restaurant,354,"3424 Cambie St (b/w W. 18th Avenue & W. 19th Avenue), Vancouver BC V5Z 2W8",49.254508,-123.114891
Gorilla Surplus,4ad645d1f964a520420621e3,Military,516,"1458 Broadway E, Vancouver BC V5N 1V6",49.262154,-123.074337
Totem Poles in Stanley Park,4b58e9ecf964a5208d7228e3,"Museum, Monument, Sculpture Garden",56,"2582 Stanley Park Dr, Vancouver BC",49.29916,-123.121052
A-maze-ing Laughter,4c1823da834e2d7f0a812880,Sculpture Garden,42,"1800 Morton Ave (at Denman), Vancouver BC",49.287891,-123.142143
Mello,5dfbfde903fd76000772ca0e,Donut Shop,126,"223 Pender St E, Vancouver BC V6A 1T8",49.280489,-123.098771
Cactus Club Cafe Yaletown,4aa94599f964a520cc5220e3,"American Restaurant, Mexican Restaurant",137,"357 Davie St (at Hamilton St.), Vancouver BC V6B 1R2",49.275084,-123.122728
Pepino's,5b2ef843b77c77002c371ede,Italian Restaurant,174,"631 Commercial Dr, Vancouver BC V5L 3W3",49.278808,-123.070636
Rain or Shine,551f1b46498e86217dc958e6,Ice Cream Parlor,26,"3382 Cambie St (18th Ave), Vancouver BC V5Z 2W5",49.255054,-123.114856
La Grotta Del Formaggio,4b525ee5f964a520e17927e3,"Deli, Fast Food Restaurant, Italian Restaurant",21,"1791 Commercial Dr (at E 2nd Ave), Vancouver BC V5N 4A4",49.268804,-123.06987
Menchies,50209a59e4b072cf35a19131,Frozen Yogurt Shop,101,"3358 Wesbrook Mall (at UBC), Vancouver BC V6S 0A8",49.254394,-123.234947
Tavola,4cd8423915d8b60c611f650e,Italian Restaurant,256,"1829 Robson St (at Denman St), Vancouver BC V6G 1E4",49.291843,-123.135761
Keefer Bar,4b77ba28f964a52064a82ee3,"Cocktail Bar, Lounge, Restaurant",49,"135 Keefer St (btwn Columbia & Main), Vancouver BC V6A 1X3",49.279619,-123.101293
Cactus Club Cafe,4d320c5498336dcb18401ff0,"American Restaurant, Mexican Restaurant",102,"1085 Canada Pl, Vancouver BC V6C 0C6",49.289603,-123.118045
Tandoori Palace,4ab99baef964a520008020e3,Indian Restaurant,294,"1439 Commercial Dr (Grant), Vancouver BC V5L 3X8",49.271667,-123.069788
Cardero's Restaurant & Marine Pub,4aa7f160f964a5201c4e20e3,"Bar, Fish and Chips Shop, Seafood Restaurant",123,"1583 Coal Harbour Quay (btwn Cardero & Nicola), Vancouver BC V6G 3E7",49.291554,-123.127461
Peaked Pies,5851f5b5297c16529dd5cf93,"Australian Restaurant, Comfort Food Restaurant, Fast Food Restaurant",63,"975 Denman St, Vancouver BC V6G 2M3",49.28964,-123.138493
Kim's Mart,4cb12e67c5e6a1cdbbf3dbf6,Import and Export Service,281,"511E Broadway E, Vancouver BC V5T 1X4",49.262642,-123.092549
Kidsbooks,4aa99de5f964a520875420e3,Bookstore,291,"3083W Broadway W, Vancouver BC V6K 2G9",49.264305,-123.173708
Gastown Steam Clock,4aa9662cf964a520795320e3,Monument,22,"305 Water St (at Cambie St), Vancouver BC V6B 1B8",49.284511,-123.10893
Breka Bakery & Cafe,52f3fa78498e7fdade825f16,"Bakery, Café, Dessert Shop",171,"855 Davie St (at Hornby St), Vancouver BC V6Z 1B7",49.278414,-123.12788
Mink a Chocolate Cafe  Ltd,4ac7ad6cf964a52008b920e3,Chocolate Store,99,"863 Hastings St W (at Hornby St.), Vancouver BC V6C 3N9",49.286458,-123.115424
Caffe Cittadella,4c75baefdb52b1f7c5b979dc,"Coffee Shop, Restaurant",181,"2310 Ash St (at W 7th Ave), Vancouver BC V5Z 3C2",49.26473,-123.116978
Harvest Community Foods,4f760db9e4b0e8caa47b6b77,"Gourmet Store, Grocery Store",162,"243 Union St (btwn Main & Gore), Vancouver BC V6A 2B2",49.27776,-123.098052
Nero Belgian Waffle Bar,57e351fe498ea398546051b6,"Dessert Shop, Restaurant",134,"1002 Seymour St (Seymour and Nelson), Vancouver BC V6B 3M6",49.278311,-123.122111
Jam Cafe,571f842a498e10fa3180d4cd,"Coffee Shop, Restaurant",128,"556 Beatty St, Vancouver BC V6B 2L3",49.280306,-123.109627
Dude Chilling Park,50f1dd8ee4b0ee8fd93bbfff,"Public Art, Park",31,"400 E 8th Ave (at Guelph Park), Vancouver BC",49.263472,-123.096107
